0, 1.000000
1, 1.497500
2, 2.240644
3, 3.348414
4, 4.994592
5, 7.429523
6, 11.006290
7, 16.206589
8, 23.653249
9, 34.081184
10, 48.217958
11, 66.514508
12, 88.711313
13, 113.392726
14, 137.944314
15, 159.344886
16, 175.540347
17, 186.274487
18, 192.666269
19, 196.198676
20, 198.063213
21, 199.022228
22, 199.508724
23, 199.753759
24, 199.876728
25, 199.938326
26, 199.969153
27, 199.984574
28, 199.992287
29, 199.996143
30, 199.998072
31, 199.999036
32, 199.999518
33, 199.999759
34, 199.999879
35, 199.999940
36, 199.999970
37, 199.999985
38, 199.999992
39, 199.999996
40, 199.999998
41, 199.999999
42, 200.000000
43, 200.000000
44, 200.000000
45, 200.000000
46, 200.000000
47, 200.000000
48, 200.000000
49, 200.000000
50, 200.000000
51, 200.000000
52, 200.000000
53, 200.000000
54, 200.000000
55, 200.000000
56, 200.000000
57, 200.000000
58, 200.000000
59, 200.000000
60, 200.000000
61, 200.000000
62, 200.000000
63, 200.000000
64, 200.000000
65, 200.000000
66, 200.000000
67, 200.000000
68, 200.000000
69, 200.000000
70, 200.000000
71, 200.000000
72, 200.000000
73, 200.000000
74, 200.000000
75, 200.000000
76, 200.000000
77, 200.000000
78, 200.000000
79, 200.000000
80, 200.000000
81, 200.000000
82, 200.000000
83, 200.000000
84, 200.000000
85, 200.000000
86, 200.000000
87, 200.000000
88, 200.000000
89, 200.000000
90, 200.000000
91, 200.000000
92, 200.000000
93, 200.000000
94, 200.000000
95, 200.000000
96, 200.000000
97, 200.000000
98, 200.000000
99, 200.000000
100, 200.000000
101, 200.000000
102, 200.000000
103, 200.000000
104, 200.000000
105, 200.000000
106, 200.000000
107, 200.000000
108, 200.000000
109, 200.000000
110, 200.000000
111, 200.000000
112, 200.000000
113, 200.000000
114, 200.000000
115, 200.000000
116, 200.000000
117, 200.000000
118, 200.000000
119, 200.000000
120, 200.000000
121, 200.000000
122, 200.000000
123, 200.000000
124, 200.000000
125, 200.000000
126, 200.000000
127, 200.000000
128, 200.000000
129, 200.000000
130, 200.000000
131, 200.000000
132, 200.000000
133, 200.000000
134, 200.000000
135, 200.000000
136, 200.000000
137, 200.000000
138, 200.000000
139, 200.000000
140, 200.000000
141, 200.000000
142, 200.000000
143, 200.000000
144, 200.000000
145, 200.000000
146, 200.000000
147, 200.000000
148, 200.000000
149, 200.000000
150, 200.000000
151, 200.000000
152, 200.000000
153, 200.000000
154, 200.000000
155, 200.000000
156, 200.000000
157, 200.000000
158, 200.000000
159, 200.000000
160, 200.000000
161, 200.000000
162, 200.000000
163, 200.000000
164, 200.000000
165, 200.000000
166, 200.000000
167, 200.000000
168, 200.000000
169, 200.000000
170, 200.000000
171, 200.000000
172, 200.000000
173, 200.000000
174, 200.000000
175, 200.000000
176, 200.000000
177, 200.000000
178, 200.000000
179, 200.000000
180, 200.000000
181, 200.000000
182, 200.000000
183, 200.000000
184, 200.000000
185, 200.000000
186, 200.000000
187, 200.000000
188, 200.000000
189, 200.000000
190, 200.000000
191, 200.000000
192, 200.000000
193, 200.000000
194, 200.000000
195, 200.000000
196, 200.000000
197, 200.000000
198, 200.000000
199, 200.000000
200, 200.000000
201, 200.000000
202, 200.000000
203, 200.000000
204, 200.000000
205, 200.000000
206, 200.000000
207, 200.000000
208, 200.000000
209, 200.000000
210, 200.000000
211, 200.000000
212, 200.000000
213, 200.000000
214, 200.000000
215, 200.000000
216, 200.000000
217, 200.000000
218, 200.000000
219, 200.000000
220, 200.000000
221, 200.000000
222, 200.000000
223, 200.000000
224, 200.000000
225, 200.000000
226, 200.000000
227, 200.000000
228, 200.000000
229, 200.000000
230, 200.000000
231, 200.000000
232, 200.000000
233, 200.000000
234, 200.000000
235, 200.000000
236, 200.000000
237, 200.000000
238, 200.000000
239, 200.000000
240, 200.000000
241, 200.000000
242, 200.000000
243, 200.000000
244, 200.000000
245, 200.000000
246, 200.000000
247, 200.000000
248, 200.000000
249, 200.000000
250, 200.000000
251, 200.000000
252, 200.000000
253, 200.000000
254, 200.000000
255, 200.000000
256, 200.000000
257, 200.000000
258, 200.000000
259, 200.000000
260, 200.000000
261, 200.000000
262, 200.000000
263, 200.000000
264, 200.000000
265, 200.000000
266, 200.000000
267, 200.000000
268, 200.000000
269, 200.000000
270, 200.000000
271, 200.000000
272, 200.000000
273, 200.000000
274, 200.000000
275, 200.000000
276, 200.000000
277, 200.000000
278, 200.000000
279, 200.000000
280, 200.000000
281, 200.000000
282, 200.000000
283, 200.000000
284, 200.000000
285, 200.000000
286, 200.000000
287, 200.000000
288, 200.000000
289, 200.000000
290, 200.000000
291, 200.000000
292, 200.000000
293, 200.000000
294, 200.000000
295, 200.000000
296, 200.000000
297, 200.000000
298, 200.000000
299, 200.000000
