1.009947 ,1.001524 ,1.002027 ,1.001828 ,1.003803 ,1.002092 ,1.000668 ,1.008424 ,1.005885 ,1.004826 ,1.007045 ,1.003757 ,1.003627 ,1.006714 ,1.004740 ,1.006397 ,1.001104 ,1.007018 ,1.000326 ,1.004318 ,1.009543 ,1.001849 ,1.004496 ,1.005096 ,1.009077 ,1.009984 ,1.004449 ,1.007352 ,1.001755 ,1.009938 ,1.007523 ,1.003450 ,1.005797 ,1.008284 ,1.006076 ,1.003440 ,1.001108 ,1.009222 ,1.003619 ,1.000254 ,1.006027 ,1.005402 ,1.002201 ,1.006150 ,1.005342 ,1.009993 ,1.001038 ,1.000412 ,1.009547 ,1.000001 ,1.006399 ,1.008289 ,1.005345 ,1.000843 ,1.002739 ,1.001195 ,1.007410 ,1.002167 ,1.005078 ,1.008152 ,1.001394 ,1.004917 ,1.002640 ,1.008486 ,1.008185 ,1.009662 ,1.003729 ,1.005771 ,1.009415 ,1.006159 ,1.001866 ,1.003030 ,1.004215 ,1.004177 ,1.003173 ,1.009170 ,1.007226 ,1.005564 ,1.004999 ,1.006687 ,1.007857 ,1.007574 ,1.005813 ,1.000607 ,1.000791 ,1.007428 ,1.006327 ,1.008680 ,1.007743 ,1.008143 ,1.001886 ,1.002830 ,1.000468 ,1.005598 ,1.006096 ,1.001845 ,1.005021 ,1.006852 ,1.005709 ,1.005326
1.007260 ,1.009720 ,1.006758 ,1.008881 ,1.009609 ,1.003591 ,1.001933 ,1.000569 ,1.009063 ,1.001494 ,1.009223 ,1.008600 ,1.006446 ,1.003427 ,1.001790 ,1.000274 ,1.006919 ,1.000919 ,1.009108 ,1.002179 ,1.001738 ,1.002855 ,1.009343 ,1.001640 ,1.001264 ,1.002545 ,1.002987 ,1.009407 ,1.009214 ,1.006043 ,1.007739 ,1.003607 ,1.008178 ,1.001721 ,1.004640 ,1.004936 ,1.006370 ,1.001086 ,1.005455 ,1.003103 ,1.005638 ,1.000850 ,1.001306 ,1.004531 ,1.000722 ,1.006254 ,1.002552 ,1.001295 ,1.009762 ,1.005634 ,1.009929 ,1.001322 ,1.006055 ,1.006244 ,1.006923 ,1.009836 ,1.001065 ,1.001325 ,1.003411 ,1.002051 ,1.008676 ,1.008428 ,1.000540 ,1.007119 ,1.000705 ,1.008979 ,1.006862 ,1.003324 ,1.003658 ,1.009104 ,1.005711 ,1.004525 ,1.006736 ,1.001698 ,1.003846 ,1.007858 ,1.001096 ,1.009745 ,1.001324 ,1.002674 ,1.000356 ,1.000888 ,1.002638 ,1.000737 ,1.002354 ,1.003251 ,1.009098 ,1.007672 ,1.002157 ,1.002506 ,1.002467 ,1.005656 ,1.006315 ,1.000197 ,1.009837 ,1.007366 ,1.008375 ,1.003309 ,1.009770 ,1.001173
1.005633 ,1.005085 ,1.009674 ,1.007589 ,1.007143 ,1.007103 ,1.004441 ,1.006960 ,1.002979 ,1.002591 ,1.006326 ,1.008414 ,1.004736 ,1.000999 ,1.006082 ,1.000053 ,1.007295 ,1.003818 ,1.005342 ,1.000402 ,1.001825 ,1.001653 ,1.000251 ,1.001100 ,1.000043 ,1.002543 ,1.006351 ,1.000851 ,1.009724 ,1.001528 ,1.004713 ,1.000613 ,1.001454 ,1.001472 ,1.009316 ,1.000049 ,1.006644 ,1.005134 ,1.005689 ,1.005217 ,1.006779 ,1.008484 ,1.000783 ,1.007520 ,1.003937 ,1.005281 ,1.004110 ,1.003900 ,1.002538 ,1.002885 ,1.000126 ,1.008280 ,1.002354 ,1.009333 ,1.001862 ,1.004264 ,1.002770 ,1.001657 ,1.005805 ,1.009079 ,1.008287 ,1.005453 ,1.008037 ,1.008773 ,1.005284 ,1.005706 ,1.001611 ,1.004658 ,1.000023 ,1.008855 ,1.005187 ,1.001006 ,1.007909 ,1.006116 ,1.002915 ,1.003996 ,1.003995 ,1.008053 ,1.005569 ,1.001905 ,1.004743 ,1.000396 ,1.002924 ,1.006559 ,1.001030 ,1.001113 ,1.007396 ,1.006024 ,1.002405 ,1.008730 ,1.008922 ,1.008553 ,1.002598 ,1.001901 ,1.001091 ,1.007781 ,1.006281 ,1.000228 ,1.008530 ,1.009171
1.007067 ,1.006334 ,1.005533 ,1.007708 ,1.006777 ,1.009178 ,1.005947 ,1.006845 ,1.005945 ,1.008630 ,1.004305 ,1.008699 ,1.005571 ,1.001290 ,1.008207 ,1.005494 ,1.000137 ,1.007557 ,1.001953 ,1.002261 ,1.001859 ,1.009953 ,1.001425 ,1.000778 ,1.006194 ,1.002686 ,1.000223 ,1.004767 ,1.008604 ,1.002480 ,1.007046 ,1.006342 ,1.002559 ,1.000636 ,1.004324 ,1.003700 ,1.008794 ,1.006360 ,1.008101 ,1.000071 ,1.005821 ,1.001328 ,1.009169 ,1.003909 ,1.001682 ,1.005509 ,1.005450 ,1.000339 ,1.006961 ,1.004234 ,1.005628 ,1.003853 ,1.009041 ,1.006518 ,1.004035 ,1.002256 ,1.007609 ,1.004627 ,1.006780 ,1.001859 ,1.001417 ,1.004902 ,1.009133 ,1.003924 ,1.006286 ,1.009829 ,1.004158 ,1.002362 ,1.004370 ,1.001355 ,1.002599 ,1.002679 ,1.004659 ,1.005465 ,1.004006 ,1.002165 ,1.004735 ,1.007995 ,1.009123 ,1.001347 ,1.003788 ,1.001709 ,1.003521 ,1.006680 ,1.006863 ,1.004616 ,1.002477 ,1.004493 ,1.000379 ,1.009538 ,1.007109 ,1.006186 ,1.008876 ,1.004937 ,1.001762 ,1.004671 ,1.003033 ,1.006978 ,1.002634 ,1.002073
1.008916 ,1.002854 ,1.007664 ,1.008671 ,1.008493 ,1.005356 ,1.007664 ,1.003095 ,1.001392 ,1.008689 ,1.008701 ,1.003772 ,1.007901 ,1.005549 ,1.005728 ,1.001620 ,1.003235 ,1.005439 ,1.007471 ,1.003992 ,1.003038 ,1.004238 ,1.002559 ,1.009877 ,1.000144 ,1.005026 ,1.006906 ,1.006338 ,1.002584 ,1.000150 ,1.002347 ,1.006211 ,1.002840 ,1.004549 ,1.006519 ,1.007052 ,1.008361 ,1.000318 ,1.003992 ,1.001329 ,1.003311 ,1.002533 ,1.008655 ,1.007869 ,1.001586 ,1.006321 ,1.007348 ,1.004551 ,1.001065 ,1.005178 ,1.004742 ,1.002257 ,1.009122 ,1.000541 ,1.009476 ,1.000061 ,1.009380 ,1.002610 ,1.001538 ,1.001678 ,1.009724 ,1.002412 ,1.000897 ,1.003156 ,1.001554 ,1.005130 ,1.007386 ,1.001826 ,1.000295 ,1.004667 ,1.001837 ,1.006496 ,1.007154 ,1.009467 ,1.008459 ,1.008890 ,1.002129 ,1.009590 ,1.008477 ,1.006354 ,1.008265 ,1.005024 ,1.005012 ,1.005792 ,1.007166 ,1.005265 ,1.009210 ,1.008867 ,1.005745 ,1.000130 ,1.007632 ,1.008445 ,1.004240 ,1.001830 ,1.000881 ,1.006286 ,1.005468 ,1.008290 ,1.003489 ,1.001998
1.005332 ,1.007720 ,1.005045 ,1.003224 ,1.004580 ,1.004434 ,1.002585 ,1.007091 ,1.001814 ,1.005923 ,1.004214 ,1.002906 ,1.007745 ,1.001170 ,1.004002 ,1.006100 ,1.000705 ,1.000226 ,1.008106 ,1.003424 ,1.003398 ,1.005029 ,1.002158 ,1.009392 ,1.000916 ,1.001470 ,1.009896 ,1.003980 ,1.009992 ,1.002719 ,1.003049 ,1.001570 ,1.009507 ,1.003793 ,1.002466 ,1.001142 ,1.002250 ,1.007375 ,1.000505 ,1.007724 ,1.007927 ,1.000886 ,1.004657 ,1.005087 ,1.007415 ,1.004805 ,1.002437 ,1.009687 ,1.008274 ,1.002240 ,1.007514 ,1.005861 ,1.001500 ,1.009746 ,1.007090 ,1.002275 ,1.009538 ,1.009398 ,1.000540 ,1.009618 ,1.005536 ,1.002109 ,1.009289 ,1.009546 ,1.003854 ,1.002202 ,1.007947 ,1.004879 ,1.001824 ,1.003230 ,1.006692 ,1.001045 ,1.002753 ,1.005046 ,1.004902 ,1.008776 ,1.000185 ,1.002123 ,1.006039 ,1.008055 ,1.003408 ,1.003124 ,1.003780 ,1.003306 ,1.004210 ,1.001725 ,1.009401 ,1.009846 ,1.004889 ,1.008682 ,1.000411 ,1.001578 ,1.007509 ,1.005152 ,1.000433 ,1.009931 ,1.004409 ,1.007265 ,1.000336 ,1.004064
1.009961 ,1.001942 ,1.000620 ,1.002306 ,1.003576 ,1.003970 ,1.005048 ,1.004851 ,1.003965 ,1.004313 ,1.005530 ,1.007708 ,1.004643 ,1.009694 ,1.008252 ,1.007889 ,1.000690 ,1.003406 ,1.001064 ,1.009861 ,1.006756 ,1.007387 ,1.002107 ,1.003239 ,1.006323 ,1.005538 ,1.009702 ,1.001729 ,1.002208 ,1.008296 ,1.003479 ,1.003327 ,1.008323 ,1.008452 ,1.006760 ,1.001762 ,1.002683 ,1.008223 ,1.000193 ,1.009192 ,1.001666 ,1.007568 ,1.006633 ,1.000150 ,1.005514 ,1.003767 ,1.007278 ,1.006738 ,1.005099 ,1.002231 ,1.009050 ,1.005072 ,1.009924 ,1.008580 ,1.003224 ,1.002979 ,1.007388 ,1.001960 ,1.005320 ,1.008942 ,1.003285 ,1.009614 ,1.006225 ,1.002295 ,1.003569 ,1.002702 ,1.004585 ,1.004666 ,1.007359 ,1.003372 ,1.000433 ,1.002677 ,1.001197 ,1.003080 ,1.000071 ,1.001886 ,1.004555 ,1.002158 ,1.002206 ,1.001982 ,1.006597 ,1.000640 ,1.005332 ,1.003233 ,1.004178 ,1.000327 ,1.006361 ,1.004178 ,1.001113 ,1.008108 ,1.000508 ,1.000576 ,1.008675 ,1.000533 ,1.002422 ,1.005598 ,1.007359 ,1.009632 ,1.008568 ,1.001273
1.009887 ,1.009984 ,1.000866 ,1.001186 ,1.005468 ,1.007038 ,1.001566 ,1.004419 ,1.005303 ,1.006685 ,1.009383 ,1.000751 ,1.009344 ,1.006076 ,1.006884 ,1.007099 ,1.004303 ,1.005695 ,1.009116 ,1.005215 ,1.002909 ,1.002674 ,1.003490 ,1.000634 ,1.004413 ,1.005371 ,1.000916 ,1.002864 ,1.006354 ,1.009184 ,1.008182 ,1.006836 ,1.007555 ,1.003624 ,1.001591 ,1.005596 ,1.002391 ,1.000635 ,1.001841 ,1.004254 ,1.006292 ,1.004164 ,1.000157 ,1.005173 ,1.002501 ,1.000980 ,1.005678 ,1.004423 ,1.000084 ,1.002750 ,1.004086 ,1.009469 ,1.003185 ,1.009350 ,1.007489 ,1.008121 ,1.001536 ,1.003444 ,1.005556 ,1.008724 ,1.002213 ,1.006300 ,1.007899 ,1.001610 ,1.002646 ,1.004860 ,1.007705 ,1.001788 ,1.004874 ,1.000062 ,1.006618 ,1.002893 ,1.001057 ,1.006410 ,1.000876 ,1.002377 ,1.000228 ,1.002793 ,1.008687 ,1.007959 ,1.006307 ,1.004558 ,1.008868 ,1.005319 ,1.007353 ,1.006827 ,1.000726 ,1.007039 ,1.006078 ,1.009069 ,1.005190 ,1.002805 ,1.001598 ,1.000921 ,1.007192 ,1.000847 ,1.002446 ,1.009258 ,1.009305 ,1.000640
1.000829 ,1.006511 ,1.006621 ,1.006841 ,1.008134 ,1.000241 ,1.002886 ,1.004492 ,1.001685 ,1.003957 ,1.007882 ,1.005462 ,1.002756 ,1.009186 ,1.006061 ,1.006142 ,1.005822 ,1.008795 ,1.006425 ,1.006393 ,1.009073 ,1.001561 ,1.003665 ,1.009736 ,1.006167 ,1.007988 ,1.000534 ,1.004803 ,1.009240 ,1.007383 ,1.001490 ,1.008030 ,1.003165 ,1.006173 ,1.007572 ,1.007602 ,1.001057 ,1.007473 ,1.002537 ,1.008647 ,1.001032 ,1.001913 ,1.000238 ,1.009684 ,1.004216 ,1.009701 ,1.003261 ,1.000320 ,1.004002 ,1.003948 ,1.002809 ,1.000186 ,1.006558 ,1.005237 ,1.009828 ,1.009146 ,1.002581 ,1.007443 ,1.007397 ,1.008731 ,1.000313 ,1.004803 ,1.004356 ,1.004839 ,1.009792 ,1.000239 ,1.000194 ,1.001679 ,1.008362 ,1.004923 ,1.001175 ,1.006970 ,1.007429 ,1.009102 ,1.007726 ,1.008381 ,1.000474 ,1.004168 ,1.003068 ,1.001229 ,1.002304 ,1.005976 ,1.003099 ,1.007424 ,1.009567 ,1.009414 ,1.007527 ,1.005665 ,1.002501 ,1.004227 ,1.002253 ,1.002885 ,1.007951 ,1.002085 ,1.003002 ,1.006944 ,1.003621 ,1.004901 ,1.000209 ,1.000578
1.003584 ,1.004406 ,1.005148 ,1.006591 ,1.005037 ,1.002967 ,1.007319 ,1.004305 ,1.006313 ,1.005655 ,1.003077 ,1.007249 ,1.006138 ,1.003570 ,1.005519 ,1.002109 ,1.004135 ,1.008408 ,1.005611 ,1.008921 ,1.002586 ,1.008282 ,1.004576 ,1.002518 ,1.009439 ,1.004793 ,1.007525 ,1.005224 ,1.002562 ,1.001350 ,1.008339 ,1.000800 ,1.005258 ,1.002740 ,1.005804 ,1.009639 ,1.003015 ,1.005947 ,1.000990 ,1.005211 ,1.001520 ,1.002227 ,1.005888 ,1.001760 ,1.005914 ,1.000422 ,1.003291 ,1.003246 ,1.001299 ,1.001535 ,1.007926 ,1.003543 ,1.004497 ,1.004549 ,1.008838 ,1.007885 ,1.007061 ,1.003495 ,1.003023 ,1.005560 ,1.009525 ,1.005778 ,1.000309 ,1.003852 ,1.006919 ,1.001740 ,1.009490 ,1.003243 ,1.005524 ,1.005485 ,1.005711 ,1.003853 ,1.000879 ,1.006951 ,1.009098 ,1.003139 ,1.007041 ,1.005223 ,1.004638 ,1.004838 ,1.007092 ,1.003112 ,1.003321 ,1.009160 ,1.004894 ,1.002969 ,1.004512 ,1.004240 ,1.008103 ,1.003758 ,1.009593 ,1.008828 ,1.002420 ,1.009376 ,1.006839 ,1.006235 ,1.007103 ,1.008223 ,1.007555 ,1.009530
